task_id,level,question,solution,created_at,knowledge_area_ordering,knowledge_area_addition,knowledge_area_subtraction,knowledge_area_multiplication,knowledge_area_division
8cd40ca9-c321-473b-a690-8740b0edab9b,Low,"Urutkan pecahan berikut dari terkecil ke terbesar: $$3$$, $$\frac{2}{5}$$, $$\frac{1}{2}$$","$$\frac{2}{5}$$, $$\frac{1}{2}$$, $$3$$",2026-02-24 12:21:19.677503,true,false,false,false,false
8d4d0ca9-c107-4fc9-b55f-ab0a86dc8820,High,"Pak Widodo memiliki bisnis produksi sirup. Ia memiliki bahan $$6 \frac{1}{4}$$ kg gula dan juga membeli tambahan $$4 \frac{1}{2}$$ kg gula. Ia menjualnya dalam kemasan botol di mana setiap botol memerlukan $$\frac{1}{4}$$ kg gula. Maka, banyaknya botol yang diperlukan Pak Widodo adalah …",$$43$$,2026-02-24 12:21:20.772155,false,true,false,false,true
8d5a995e-2381-4e43-9858-4319d663fb14,High,Hitunglah: $$1\frac{5}{8}$$ + $$2\frac{1}{8}$$ + $$1\frac{1}{8}$$,$$4\frac{7}{8}$$,2026-03-02 04:35:26.287887,false,true,false,false,false
8d751133-cf5c-4ebc-9f14-cc113f942e2d,Low,Hitunglah: $$1\frac{7}{8}$$ + $$1\frac{1}{2}$$,$$3\frac{3}{8}$$,2026-02-24 12:21:19.677503,false,true,false,false,false
8d7bf794-4dfd-4603-8dfa-53320101ba1e,Low,"Urutkan pecahan berikut dari terkecil ke terbesar: $$1\frac{1}{7}$$, $$2\frac{2}{3}$$, $$\frac{5}{7}$$","$$\frac{5}{7}$$, $$1\frac{1}{7}$$, $$2\frac{2}{3}$$",2026-02-24 12:21:19.677503,true,false,false,false,false
8da5a216-b886-4617-8644-862d0287bbe6,Low,"Urutkan pecahan berikut dari terbesar ke terkecil: $$\frac{2}{3}$$, $$2\frac{4}{5}$$, $$\frac{1}{7}$$","$$2\frac{4}{5}$$, $$\frac{2}{3}$$, $$\frac{1}{7}$$",2026-02-24 12:21:19.677503,true,false,false,false,false
8db9eb0d-840b-44e7-a4bc-1cd790d43907,Low,Hitunglah: $$5$$ \times $$\frac{1}{4}$$,$$1\frac{1}{4}$$,2026-02-24 12:21:19.677503,false,false,false,true,false
8dffa8ab-4a63-4f0f-a6ea-22a980634f52,Low,Hitunglah: $$3\frac{9}{10}$$ - $$\frac{1}{2}$$,$$3\frac{2}{5}$$,2026-02-24 12:21:19.677503,false,false,true,false,false
8e2a99f9-2606-49e9-a5ee-65131aee91ac,Low,Hitunglah: $$1$$ \div $$1\frac{2}{3}$$,$$\frac{3}{5}$$,2026-02-24 12:21:19.677503,false,false,false,false,true
8e5c8c0e-90bb-4168-9ede-f81395186758,Low,Hitunglah: $$1\frac{1}{2}$$ \div $$\frac{3}{7}$$,$$3\frac{1}{2}$$,2026-02-24 12:21:19.677503,false,false,false,false,true
8e918b8c-e654-4bed-9746-6ec1d662a883,Low,Manakah yang lebih besar: $$\frac{4}{7}$$ atau $$1\frac{1}{5}$$?,$$1\frac{1}{5}$$,2026-02-24 12:21:19.677503,true,false,false,false,false
8e9b2369-2350-4ca0-a40b-e99a81fdb7ff,High,Hitunglah: $$\frac{3}{4}$$ - $$1$$ - $$1$$,$$-2\frac{1}{4}$$,2026-02-24 12:21:20.772155,false,false,true,false,false
8ea69403-d1ea-468a-a120-079bf942f94f,Low,Hitunglah: $$1$$ + $$4$$,$$5$$,2026-02-24 12:21:19.677503,false,true,false,false,false
8eae3458-3dc4-4fbb-88c0-e713aa4dcedc,Low,Hitunglah: $$\frac{5}{7}$$ + $$1$$,$$1\frac{5}{7}$$,2026-02-24 12:21:19.677503,false,true,false,false,false
8edd3253-2167-462f-9db7-b29495803479,Low,"Urutkan pecahan berikut dari terkecil ke terbesar: $$10$$, $$\frac{3}{4}$$, $$4\frac{4}{5}$$","$$\frac{3}{4}$$, $$4\frac{4}{5}$$, $$10$$",2026-02-24 12:21:19.677503,true,false,false,false,false
8f19fa24-90cd-4d08-8a91-69804b2f4b6f,High,Hitunglah: $$1$$ - $$\frac{3}{4}$$ + $$1\frac{1}{2}$$,$$1\frac{3}{4}$$,2026-02-24 12:21:20.772155,false,true,true,false,false
8f4163e2-14dc-4ad3-9d51-42cf69982047,High,Hitunglah: $$4\frac{2}{3}$$ - $$1\frac{1}{9}$$ \times $$5\frac{1}{2}$$,$$-2\frac{4}{9}$$,2026-02-24 12:21:20.772155,false,false,true,true,false
8f68531d-4e5c-419c-a7e2-5742553f966b,Low,Hitunglah: $$\frac{4}{5}$$ \times $$1$$,$$\frac{4}{5}$$,2026-02-24 12:21:19.677503,false,false,false,true,false
8f7bff89-ba75-4249-bbf4-60562f62ef83,Low,Hitunglah: $$5\frac{1}{8}$$ + $$4\frac{5}{8}$$,$$9\frac{3}{4}$$,2026-03-02 04:35:26.287887,false,true,false,false,false
8f83b7e0-c861-4a39-8303-0cf2ed71e203,Low,Manakah yang lebih besar: $$\frac{9}{10}$$ atau $$\frac{1}{8}$$?,$$\frac{9}{10}$$,2026-02-24 12:21:19.677503,true,false,false,false,false
8f8b1dc0-d81c-4f6f-ba22-15999cb562fb,High,Hitunglah: $$2\frac{5}{9}$$ + $$4\frac{5}{9}$$ + $$2\frac{5}{9}$$,$$9\frac{2}{3}$$,2026-03-02 04:35:26.287887,false,true,false,false,false
9001e265-786b-4c1c-9f9a-280229ac5d09,High,Hitunglah: $$4\frac{1}{2}$$ + $$2\frac{1}{2}$$ + $$2\frac{1}{2}$$,$$9\frac{1}{2}$$,2026-03-02 04:35:26.287887,false,true,false,false,false
906aef51-0516-4475-8e22-688e3b97fcb7,Low,Hitunglah: $$2\frac{5}{8}$$ + $$2\frac{1}{8}$$,$$4\frac{3}{4}$$,2026-03-02 04:35:26.287887,false,true,false,false,false
90d7fdcb-0da9-4cbc-84fe-d96841da56c2,Low,Hitunglah: $$2$$ \div $$\frac{4}{9}$$,$$4\frac{1}{2}$$,2026-02-24 12:21:19.677503,false,false,false,false,true
912a0268-961e-4656-b4df-14279e9e04ee,Low,Hitunglah: $$1\frac{8}{9}$$ \times $$1$$,$$1\frac{8}{9}$$,2026-02-24 12:21:19.677503,false,false,false,true,false
91c590a5-6b02-40b6-86ac-aba908a1b369,High,Hitunglah: $$3\frac{1}{9}$$ + $$1\frac{1}{3}$$ + $$1\frac{1}{9}$$,$$5\frac{5}{9}$$,2026-03-02 04:35:26.287887,false,true,false,false,false
91c5a76c-df42-455d-8577-21e9db48f808,Low,Hitunglah: $$4\frac{1}{2}$$ + $$5\frac{1}{2}$$,$$10$$,2026-03-02 04:35:26.287887,false,true,false,false,false
91df8c8d-1657-4e7a-b649-c9e0afbf11ff,High,Hitunglah: $$1\frac{1}{8}$$ + $$3\frac{1}{2}$$ + $$4\frac{5}{8}$$,$$9\frac{1}{4}$$,2026-03-02 04:35:26.287887,false,true,false,false,false
924b44c2-e27e-42e1-9257-dda7e252b6fd,Low,Hitunglah: $$\frac{1}{2}$$ + $$\frac{1}{5}$$,$$\frac{7}{10}$$,2026-02-24 12:21:19.677503,false,true,false,false,false
925ec4a7-9fb9-49fe-90bc-5d0d07c07248,High,Hitunglah: $$3$$ \div $$6$$ \div $$\frac{2}{5}$$,$$1\frac{1}{4}$$,2026-02-24 12:21:20.772155,false,false,false,false,true
92c07591-2267-49e5-935f-f934e0711c27,Low,Hitunglah: $$1\frac{1}{3}$$ + $$1\frac{2}{3}$$,$$3$$,2026-03-02 04:35:26.287887,false,true,false,false,false
9303d5db-5515-4f55-a7f8-a152228de56a,Low,Hitunglah: $$5\frac{4}{5}$$ + $$1\frac{3}{5}$$,$$7\frac{2}{5}$$,2026-03-02 04:35:26.287887,false,true,false,false,false
93299d6e-965a-4588-99fb-a2cab161efab,Low,"Urutkan pecahan berikut dari terkecil ke terbesar: $$\frac{2}{9}$$, $$\frac{1}{2}$$, $$\frac{1}{6}$$, $$2$$","$$\frac{1}{6}$$, $$\frac{2}{9}$$, $$\frac{1}{2}$$, $$2$$",2026-02-24 12:21:19.677503,true,false,false,false,false
934f9fd1-3e26-4d01-8825-dbd1f8963471,Low,Hitunglah: $$\frac{5}{9}$$ + $$2$$,$$2\frac{5}{9}$$,2026-02-24 12:21:19.677503,false,true,false,false,false
93502336-304a-4728-b2f4-876e51a51ca0,Low,Hitunglah: $$1\frac{1}{6}$$ \times $$\frac{1}{7}$$,$$\frac{1}{6}$$,2026-02-24 12:21:19.677503,false,false,false,true,false
935e3978-92e7-4d18-b0b6-9df5a1b1b82a,High,Hitunglah: $$1$$ - $$\frac{3}{4}$$ \div $$4\frac{1}{2}$$,$$\frac{5}{6}$$,2026-02-24 12:21:20.772155,false,false,true,false,true
93f74cdd-d2f0-4fa5-a6e1-462f59af050b,Low,Manakah yang lebih besar: $$1$$ atau $$\frac{2}{3}$$?,$$1$$,2026-02-24 12:21:20.772155,true,false,false,false,false
93fed711-18c3-49ea-829a-7a46773a3459,Low,"Urutkan pecahan berikut dari terbesar ke terkecil: $$5\frac{2}{5}$$, $$\frac{2}{3}$$, $$\frac{1}{4}$$, $$7$$","$$7$$, $$5\frac{2}{5}$$, $$\frac{2}{3}$$, $$\frac{1}{4}$$",2026-02-24 12:21:19.677503,true,false,false,false,false
9457dd63-4290-4292-a9df-f7446593375c,High,Hitunglah: $$5\frac{5}{8}$$ + $$2\frac{1}{2}$$ + $$1\frac{3}{8}$$,$$9\frac{1}{2}$$,2026-03-02 04:35:26.287887,false,true,false,false,false
94648315-dbdc-4c46-b43b-b928361d2470,Low,Hitunglah: $$6$$ - $$1$$,$$5$$,2026-02-24 12:21:19.677503,false,false,true,false,false
948750c9-39f9-484c-be49-0c758df28b3a,Low,Hitunglah: $$2\frac{1}{3}$$ + $$3\frac{2}{3}$$,$$6$$,2026-03-02 04:35:26.287887,false,true,false,false,false
94d6f53a-4649-443a-bc0c-d67a2df07db2,Low,Hitunglah: $$5\frac{2}{9}$$ + $$5\frac{2}{9}$$,$$10\frac{4}{9}$$,2026-03-02 04:35:26.287887,false,true,false,false,false
94ed9230-03dc-4122-aec6-845a0033246d,Low,Hitunglah: $$\frac{4}{5}$$ \times $$1\frac{1}{2}$$,$$1\frac{1}{5}$$,2026-02-24 12:21:19.677503,false,false,false,true,false
957e91a7-2348-4175-8733-93d054d0fb1c,Low,"Urutkan pecahan berikut dari terkecil ke terbesar: $$1\frac{1}{7}$$, $$7$$, $$\frac{4}{9}$$","$$\frac{4}{9}$$, $$1\frac{1}{7}$$, $$7$$",2026-02-24 12:21:19.677503,true,false,false,false,false
958afdde-bee2-454c-bc15-7248f97fa116,Low,Hitunglah: $$1$$ - $$\frac{1}{9}$$,$$\frac{8}{9}$$,2026-02-24 12:21:19.677503,false,false,true,false,false
958d6754-29a9-4269-a1da-8e5960235abf,Low,Hitunglah: $$\frac{1}{2}$$ \times $$1$$,$$\frac{1}{2}$$,2026-02-24 12:21:20.772155,false,false,false,true,false
959b79ba-fd5f-4778-83e0-7da0973bf2eb,Low,Manakah yang lebih besar: $$1\frac{4}{5}$$ atau $$2$$?,$$2$$,2026-02-24 12:21:19.677503,true,false,false,false,false
96629535-eb70-4f9a-8ca2-cc6697943274,High,Hitunglah: $$1\frac{1}{3}$$ + $$4\frac{2}{3}$$ + $$3\frac{2}{3}$$,$$9\frac{2}{3}$$,2026-03-02 04:35:26.287887,false,true,false,false,false
971c49fe-4aa8-42e1-955d-42d0ca13909e,High,Hitunglah: $$\frac{1}{4}$$ \div $$\frac{1}{2}$$ \div $$\frac{1}{7}$$,$$3\frac{1}{2}$$,2026-02-24 12:21:20.772155,false,false,false,false,true
972e8a53-9fe7-45e7-a078-6483283c2440,High,Hitunglah: $$\frac{2}{5}$$ - $$4\frac{1}{2}$$ \div $$1\frac{2}{7}$$,$$-4\frac{1}{10}$$,2026-02-24 12:21:20.772155,false,false,true,false,true
9732d7ad-d835-44dc-bfb3-cdcb3b2b9fcc,High,Hitunglah: $$4\frac{3}{10}$$ + $$2\frac{1}{2}$$ + $$3\frac{2}{5}$$,$$10\frac{1}{5}$$,2026-03-02 04:35:26.287887,false,true,false,false,false
9735f7ce-6501-4713-addb-915bc2fe1338,Low,"Urutkan pecahan berikut dari terbesar ke terkecil: $$2\frac{2}{3}$$, $$\frac{3}{5}$$, $$1\frac{1}{6}$$","$$2\frac{2}{3}$$, $$1\frac{1}{6}$$, $$\frac{3}{5}$$",2026-02-24 12:21:19.677503,true,false,false,false,false
9768402a-8683-4b28-83bc-4bf1dd4170f8,High,Hitunglah: $$\frac{4}{9}$$ + $$2$$ \times $$2$$,$$4\frac{4}{9}$$,2026-02-24 12:21:20.772155,false,true,false,true,false
978ed0a0-0915-49f9-aff8-2dfea89e9e91,Low,Hitunglah: $$2$$ \div $$1\frac{4}{5}$$,$$1\frac{1}{9}$$,2026-02-24 12:21:20.772155,false,false,false,false,true
97a1874a-6df8-448b-99fb-c8f36da467b6,Low,Hitunglah: $$4\frac{3}{5}$$ - $$1$$,$$3\frac{3}{5}$$,2026-02-24 12:21:19.677503,false,false,true,false,false
97d7c361-ee98-4b2c-a8d0-ffaf384732ac,Low,"Urutkan pecahan berikut dari terkecil ke terbesar: $$\frac{1}{2}$$, $$\frac{2}{9}$$, $$1$$, $$1$$","$$\frac{2}{9}$$, $$\frac{1}{2}$$, $$1$$, $$1$$",2026-02-24 12:21:19.677503,true,false,false,false,false
97e639dc-97ac-4df8-b839-f424090d3040,Low,Hitunglah: $$1\frac{1}{3}$$ + $$2\frac{1}{3}$$,$$3\frac{2}{3}$$,2026-03-02 04:35:26.287887,false,true,false,false,false
985657cb-d7ab-43cb-818d-fac2c1d12636,High,Hitunglah: $$1\frac{1}{2}$$ + $$4\frac{1}{10}$$ + $$5\frac{3}{10}$$,$$10\frac{9}{10}$$,2026-03-02 04:35:26.287887,false,true,false,false,false
98bfcdec-ab91-4632-a736-5db0ad36bd25,High,Hitunglah: $$10$$ \div $$\frac{4}{5}$$ \div $$5$$,$$2\frac{1}{2}$$,2026-02-24 12:21:20.772155,false,false,false,false,true
99326fc0-f3d0-45b5-8973-6dea311b42c4,Low,"Urutkan pecahan berikut dari terbesar ke terkecil: $$\frac{1}{3}$$, $$3$$, $$2\frac{3}{5}$$, $$1\frac{3}{4}$$","$$3$$, $$2\frac{3}{5}$$, $$1\frac{3}{4}$$, $$\frac{1}{3}$$",2026-02-24 12:21:19.677503,true,false,false,false,false
995e5496-01d5-4a67-9b01-7261e92475c7,Low,Manakah yang lebih besar: $$2$$ atau $$2\frac{1}{4}$$?,$$2\frac{1}{4}$$,2026-02-24 12:21:19.677503,true,false,false,false,false
99bd0417-87fe-4d29-af21-61bb28711b44,Low,Hitunglah: $$2\frac{2}{3}$$ \div $$\frac{1}{4}$$,$$10\frac{2}{3}$$,2026-02-24 12:21:19.677503,false,false,false,false,true
99dd22b8-09d8-4f7d-99c2-9ecb8e16d860,Low,"Urutkan pecahan berikut dari terkecil ke terbesar: $$3\frac{1}{2}$$, $$\frac{1}{2}$$, $$\frac{5}{6}$$, $$4\frac{1}{2}$$","$$\frac{1}{2}$$, $$\frac{5}{6}$$, $$3\frac{1}{2}$$, $$4\frac{1}{2}$$",2026-02-24 12:21:19.677503,true,false,false,false,false
9a1235c2-aa5c-4162-9d02-c65e6f21fb89,Low,Hitunglah: $$2\frac{1}{3}$$ + $$3\frac{1}{3}$$,$$5\frac{2}{3}$$,2026-03-02 04:35:26.287887,false,true,false,false,false
9a4e78a1-b15c-4ecd-b5b0-060aca0ecd3b,Low,Hitunglah: $$5\frac{1}{3}$$ + $$2\frac{5}{9}$$,$$7\frac{8}{9}$$,2026-03-02 04:35:26.287887,false,true,false,false,false
9a579f6f-2b7c-4c88-822e-dd26569201da,Low,Hitunglah: $$2\frac{1}{5}$$ + $$4\frac{2}{5}$$,$$6\frac{3}{5}$$,2026-03-02 04:35:26.287887,false,true,false,false,false
9a7e0f0d-3182-4ad4-95fb-f95b6f6f5514,Low,Hitunglah: $$4\frac{1}{9}$$ + $$2\frac{2}{9}$$,$$6\frac{1}{3}$$,2026-03-02 04:35:26.287887,false,true,false,false,false
9ab40199-5f57-4927-847c-3e9cf041f8ee,High,Hitunglah: $$1\frac{4}{5}$$ \times $$3\frac{1}{3}$$ \times $$\frac{4}{9}$$,$$2\frac{2}{3}$$,2026-02-24 12:21:20.772155,false,false,false,true,false
9afe4bc1-84fc-403f-9fc6-1f36926ed1a0,Low,Hitunglah: $$2$$ \div $$2\frac{2}{3}$$,$$\frac{3}{4}$$,2026-02-24 12:21:19.677503,false,false,false,false,true
9b35caea-e4bf-4a9c-90e4-0ee327f36696,High,Hitunglah: $$1\frac{2}{5}$$ \div $$\frac{2}{3}$$ + $$\frac{1}{5}$$,$$2\frac{3}{10}$$,2026-02-24 12:21:20.772155,false,true,false,false,true
9b5874be-4026-4f5e-9d10-a6b07cc07134,Low,Hitunglah: $$4\frac{4}{7}$$ \times $$\frac{1}{8}$$,$$\frac{4}{7}$$,2026-02-24 12:21:19.677503,false,false,false,true,false
9b5aa676-18c2-47b3-a8de-9a3875768c25,Low,Hitunglah: $$1$$ \times $$3$$,$$3$$,2026-02-24 12:21:19.677503,false,false,false,true,false
9bc16bbf-9d75-4a82-b9e9-8df245774f07,Low,"Urutkan pecahan berikut dari terbesar ke terkecil: $$4\frac{1}{2}$$, $$1\frac{3}{4}$$, $$2\frac{2}{3}$$, $$2\frac{1}{4}$$","$$4\frac{1}{2}$$, $$2\frac{2}{3}$$, $$2\frac{1}{4}$$, $$1\frac{3}{4}$$",2026-02-24 12:21:19.677503,true,false,false,false,false
9bc723d4-9f21-4c5b-bc82-7bf2615e99de,High,Usia kakek $$75$$ tahun. Ia pensiun selama $$\frac{1}{5}$$ dari umurnya. Pada usia berapa ia pensiun?,$$60 \text{ tahun}$$,2026-02-24 12:21:20.772155,false,false,true,true,false
9c051248-be14-4ac8-9c49-33ec32d93134,Low,Hitunglah: $$1\frac{1}{2}$$ \div $$1\frac{3}{4}$$,$$\frac{6}{7}$$,2026-02-24 12:21:19.677503,false,false,false,false,true
9c0bf888-0717-4508-a0e7-7a74263c3850,Low,Hitunglah: $$\frac{2}{5}$$ + $$1\frac{1}{2}$$,$$1\frac{9}{10}$$,2026-02-24 12:21:20.772155,false,true,false,false,false
9c105ab0-bbd7-4f38-ad20-8d10c8ab368f,Low,Hitunglah: $$4\frac{1}{2}$$ \div $$\frac{4}{9}$$,$$10\frac{1}{8}$$,2026-02-24 12:21:19.677503,false,false,false,false,true
9c7dcba9-085f-43d8-a387-e49944559a14,Low,Hitunglah: $$\frac{8}{9}$$ \div $$2$$,$$\frac{4}{9}$$,2026-02-24 12:21:19.677503,false,false,false,false,true
9c8bd7cc-7ad9-4b2a-bfba-2e03d3c44e37,Low,Hitunglah: $$1\frac{1}{5}$$ + $$1$$,$$2\frac{1}{5}$$,2026-02-24 12:21:19.677503,false,true,false,false,false
9cb52bdd-4ac1-455c-ade4-92f8c2b0862b,Low,Hitunglah: $$2$$ + $$4$$,$$6$$,2026-02-24 12:21:19.677503,false,true,false,false,false
9cc4db53-e773-4ad1-8e04-6b16de7bce0b,High,Hitunglah: $$\frac{3}{8}$$ - $$9$$ \div $$1$$,$$-9\frac{5}{8}$$,2026-02-24 12:21:20.772155,false,false,true,false,true
9dc229f1-3b53-4b01-ad92-c6c4fe557025,Low,Hitunglah: $$1$$ + $$2$$,$$3$$,2026-02-24 12:21:19.677503,false,true,false,false,false
9e1777de-344e-4761-853c-83956609aa7d,High,Hitunglah: $$5\frac{2}{7}$$ + $$1\frac{5}{7}$$ + $$3\frac{2}{7}$$,$$10\frac{2}{7}$$,2026-03-02 04:35:26.287887,false,true,false,false,false
9e3d4ceb-57a8-40a1-89e5-a6be01b48465,Low,Hitunglah: $$1\frac{1}{4}$$ + $$4\frac{1}{2}$$,$$5\frac{3}{4}$$,2026-03-02 04:35:26.287887,false,true,false,false,false
9e562df7-0eac-49fb-93a2-89466dc87abd,Low,Hitunglah: $$5\frac{1}{5}$$ + $$1\frac{3}{5}$$,$$6\frac{4}{5}$$,2026-03-02 04:35:26.287887,false,true,false,false,false
9e779ae2-9376-4da9-9844-3d2d6a0d2084,Low,Hitunglah: $$2\frac{3}{10}$$ - $$\frac{1}{2}$$,$$1\frac{4}{5}$$,2026-02-24 12:21:20.772155,false,false,true,false,false
9eb136b2-9de0-44e4-9bb3-f2e71a5be9d8,High,"Hasil panen alpukat: $$\frac{1}{3}$$ dijual, $$0,5$$ dibagikan, sisanya untuk sendiri. Berapa bagian untuk sendiri?",$$\frac{1}{6}$$,2026-02-24 12:21:20.772155,false,true,true,false,false
9eb199f8-866e-4117-99d5-4bf34fa7a965,High,Hitunglah: $$1\frac{1}{2}$$ \div $$4$$ - $$4\frac{3}{4}$$,$$-5\frac{3}{8}$$,2026-02-24 12:21:20.772155,false,false,true,false,true
9ee8a08a-d28e-442a-bff6-1d31e210f31d,Low,Hitunglah: $$2\frac{4}{9}$$ + $$1$$,$$3\frac{4}{9}$$,2026-02-24 12:21:19.677503,false,true,false,false,false
9efa213d-77b0-4e6c-96a5-04e034e61f23,Low,Hitunglah: $$3\frac{9}{10}$$ + $$3$$,$$6\frac{9}{10}$$,2026-02-24 12:21:19.677503,false,true,false,false,false
9f55de19-e719-4c27-83ee-e2d89c49c2a7,Low,Hitunglah: $$3\frac{2}{3}$$ + $$2\frac{1}{3}$$,$$6$$,2026-03-02 04:35:26.287887,false,true,false,false,false
a020fc99-2e08-44f9-8560-8e59e96880df,High,Hitunglah: $$\frac{2}{9}$$ \times $$1\frac{4}{5}$$ \div $$\frac{1}{3}$$,$$1\frac{1}{5}$$,2026-02-24 12:21:20.772155,false,false,false,true,true
a053c094-68a1-4dbf-9e54-e854b4ce7760,Low,Hitunglah: $$1$$ + $$\frac{3}{5}$$,$$1\frac{3}{5}$$,2026-02-24 12:21:19.677503,false,true,false,false,false
a062e43f-1503-4117-8603-8f557c46b3fc,Low,"Urutkan pecahan berikut dari terbesar ke terkecil: $$3\frac{5}{7}$$, $$1\frac{2}{3}$$, $$\frac{1}{4}$$","$$3\frac{5}{7}$$, $$1\frac{2}{3}$$, $$\frac{1}{4}$$",2026-02-24 12:21:19.677503,true,false,false,false,false
a06692f5-fc87-42b8-8704-7481866149a7,Low,Hitunglah: $$1$$ \div $$\frac{5}{8}$$,$$1\frac{3}{5}$$,2026-02-24 12:21:20.772155,false,false,false,false,true
a08bcb3c-d339-4978-841d-c15164aa80f2,High,"Bu Murti memiliki $$3$$ kg gula. $$\frac{1}{4}$$ untuk kolak, $$0,75$$ kg untuk kue, sisa $$0,25$$ kg. Berapa gula untuk teh manis?","$$1,75 \text{ kg}$$",2026-02-24 12:21:20.772155,false,true,true,true,false
a0dd44da-85b3-48c4-810c-abf54c404888,High,Hitunglah: $$1\frac{1}{2}$$ + $$1\frac{1}{2}$$ + $$1\frac{1}{2}$$,$$4\frac{1}{2}$$,2026-03-02 04:35:26.287887,false,true,false,false,false
a0e4c56e-3635-41de-90db-ad2b052e08c1,Low,"Urutkan pecahan berikut dari terkecil ke terbesar: $$2$$, $$5$$, $$1\frac{2}{3}$$, $$\frac{7}{10}$$","$$\frac{7}{10}$$, $$1\frac{2}{3}$$, $$2$$, $$5$$",2026-02-24 12:21:19.677503,true,false,false,false,false
a0ebcb44-f526-447e-885d-eab5f22f7bcf,Low,Hitunglah: $$1\frac{1}{3}$$ + $$1\frac{2}{3}$$,$$3$$,2026-03-02 04:35:26.287887,false,true,false,false,false
a0f91ab7-b27c-49bf-9115-c34f6679ee9d,Low,Hitunglah: $$2\frac{4}{7}$$ + $$3\frac{3}{7}$$,$$6$$,2026-03-02 04:35:26.287887,false,true,false,false,false
a10c0e56-6cd7-4542-8ad6-df6e31284aa8,Low,Hitunglah: $$1\frac{1}{2}$$ + $$2\frac{1}{4}$$,$$3\frac{3}{4}$$,2026-03-02 04:35:26.287887,false,true,false,false,false
a141c414-84d2-4caf-993d-05f540b30b03,High,Hitunglah: $$5\frac{3}{4}$$ + $$2\frac{1}{2}$$ + $$2\frac{1}{4}$$,$$10\frac{1}{2}$$,2026-03-02 04:35:26.287887,false,true,false,false,false
a17475b7-7efb-4d55-857b-b0e4ea6eeb83,Low,Hitunglah: $$1\frac{1}{2}$$ + $$5\frac{3}{4}$$,$$7\frac{1}{4}$$,2026-03-02 04:35:26.287887,false,true,false,false,false
a1777f86-47ba-43a6-811c-131fb60b6392,High,Hitunglah: $$2\frac{1}{3}$$ + $$3\frac{1}{3}$$ + $$4\frac{1}{2}$$,$$10\frac{1}{6}$$,2026-03-02 04:35:26.287887,false,true,false,false,false
a1f9c0d1-7f35-4acb-930c-40903e040ae2,Low,"Dalam satu minggu ( $$7$$ hari ), Dika belajar menggambar selama $$5$$ hari. Berapa pecahannya?",$$\frac{5}{7}$$,2026-02-24 12:21:20.772155,false,false,false,false,true
a21e15c8-db1d-4509-8fa5-bdc8e997fc5e,Low,Hitunglah: $$\frac{1}{2}$$ \div $$4\frac{1}{2}$$,$$\frac{1}{9}$$,2026-02-24 12:21:19.677503,false,false,false,false,true
a227a831-e347-4051-a937-ba88764828f3,Low,Hitunglah: $$1\frac{3}{4}$$ - $$\frac{1}{2}$$,$$1\frac{1}{4}$$,2026-02-24 12:21:19.677503,false,false,true,false,false
a27461ac-612a-4416-8b75-1425dae2d6d0,Low,Hitunglah: $$\frac{1}{2}$$ \div $$\frac{1}{4}$$,$$2$$,2026-02-24 12:21:19.677503,false,false,false,false,true
a2c85dc8-abfe-4d86-91d6-534e44cc0579,Low,Hitunglah: $$3\frac{3}{8}$$ + $$2$$,$$5\frac{3}{8}$$,2026-02-24 12:21:19.677503,false,true,false,false,false
a2e64a02-c598-4df9-a261-3521dd68375a,High,Hitunglah: $$\frac{1}{3}$$ + $$\frac{1}{2}$$ \div $$1\frac{1}{2}$$,$$\frac{2}{3}$$,2026-02-24 12:21:20.772155,false,true,false,false,true
a3280d33-ea50-481b-91be-40cb29d3631c,Low,"Urutkan pecahan berikut dari terkecil ke terbesar: $$8$$, $$\frac{1}{6}$$, $$7$$, $$1\frac{1}{2}$$","$$\frac{1}{6}$$, $$1\frac{1}{2}$$, $$7$$, $$8$$",2026-02-24 12:21:20.772155,true,false,false,false,false
a36cfc51-2cb7-4367-990c-7602b7ad2c73,High,Hitunglah: $$\frac{9}{10}$$ \times $$2\frac{2}{3}$$ \times $$3$$,$$7\frac{1}{5}$$,2026-02-24 12:21:20.772155,false,false,false,true,false
a3f390f4-79ef-4dd9-9e17-0c21c433ed41,High,Hitunglah: $$1\frac{1}{3}$$ - $$1$$ - $$5$$,$$-5\frac{2}{3}$$,2026-02-24 12:21:20.772155,false,false,true,false,false
a425190b-47e8-4fec-a9a4-ddbc4969219b,High,"Pak Dadang memiliki tanah seluas $$8$$ hektar. $$2 \frac{2}{3}$$ hektar ditanami padi, $$2 \frac{1}{4}$$ hektar ditanami jagung, $$2 \frac{1}{3}$$ hektar ditanami tebu, dan sisanya ditanami sayur-sayuran. Berapa hektar yang ditanami sayuran?",$$\frac{3}{4} \text{ hektar}$$,2026-02-24 12:21:20.772155,false,true,true,false,false
a42ae82d-86c9-48b7-83f5-a7abcb2d2af0,Low,Hitunglah: $$4\frac{3}{4}$$ + $$2\frac{1}{4}$$,$$7$$,2026-03-02 04:35:26.287887,false,true,false,false,false
a4594bd4-244a-42ce-beea-09f284d06862,Low,Hitunglah: $$\frac{1}{2}$$ \div $$\frac{7}{10}$$,$$\frac{5}{7}$$,2026-02-24 12:21:19.677503,false,false,false,false,true
a4e830c0-36c8-47e0-81d1-d97258617a81,High,Hitunglah: $$3\frac{1}{5}$$ - $$4\frac{1}{3}$$ \times $$\frac{7}{10}$$,$$\frac{1}{6}$$,2026-02-24 12:21:20.772155,false,false,true,true,false
